content,Theme,label
"یاد آوریش تو ذهن  خودمون هم ،مثل یه رویا میمونه .
با خودت میگی ،چی بود این ؟کجا بود؟اینها کی بودن ؟
تو بهشت قدم میزدیم همزمان با قدم زدنهای آقامون صاحب الزمان.
#اربعین_حسینی #Arbaeenwalk https://t.co/dllTc0dyrm","عشق،دلتنگی،شادی",positive
"بعد از ظهور زمین تمام نعمت خود را بر زمینیان عرضه خواهد کرد.
مثل فستیوال اربعین و مردم مهربان این نقطه از زمین.
#Arbaeen2021 
#Arbaeenwalk https://t.co/ot46PvzV78","انتظار،عشق",positive
@mimre_shahbazi با ترند کردن هشتگ هایی مثل #arbaeen باعث شد تعداد زیادی از افراد خارجی که در کشورشون مسائل اینچنینی در بایکوت خبری هست آشنا بشن من دیدم افرادی خارجی که بخاطر همین هشتگ ها در عید غدیر با امیرالمونین آشنا شدن اگر شناسوندن امیرالمونین بی فایدس از نظر شما که اون یه بحث دیگه ایه,جواب,positive
#الوداع مولا حسین ع #Arbaeen https://t.co/S9Whxx0ie0,,positive
"قربون هم حسین شهید و هم حسین زمان (مهدی موعود ارواحنالفداه) برم که هر دوشون مظلومند و بر حق.
هر روز که میگذرد و حسین زمان ظهور نمی کند یعنی عاشوراست. بر امام حسین یک عاشورا گذشت. به نظر شما بر حسین زمان تاکنون چند عاشورا گذشته است. 
#Arbaeen","انتظار،عشق",positive
"صِراطَ الَّذِینَ أَنْعَمْتَ عَلَیْهِمْ
غَیْرِ الْمَغْضُوبِ عَلَیْهِمْ
وَلاَ الضَّآلِّینَ

#arbaeen #karbala #shia #yahussain #imamhussain #muharram #imamali #labbaikyahussain #najaf #azadari #yaali #azadar #azadarehussain #imam #iraq #imammehdi #ashura  #islam #iran #ImamMahdi https://t.co/oaMwFBcoru",آیه قرآن,positive
"اربعینِ حسینی ❤️
#اربعین_حسینی 
#اربعین_2021 
#Arbaeen_e_Hussaini 
#Arbaeen2021 
#Arbaeen 
#لبيك_يا_حسين https://t.co/yAZjHIymYB",,positive
"السلام علی الحسین و علی شهداء الحسين
#مطار_بغداد 
#بغداد 
#Arbaeen_SpiritualJourney 
#Arbaeen
#Arbaeen2021 
#Arbaeenwalk",,positive
"#Arbaeen

#karbela

السلام علیک یا ابا عبدالله https://t.co/iuthEm1bTT",,positive
"دور شش گوشه گرفتند و زیارت کردند
 من در این گوشه ی دل همرهِ نجوا ماندم😔
کی نصیبم شود آن روضه ی رضوانِ نجف
 تا نگویم به خودم باز دریغا ماندم!🕯🥀💔
#حب_الحسین_یجمعنا 
#اربعین 
#Arbaeen","عشق،غم",positive
"@AlkafeelAbbas اللهم صلی علی محمد و آل محمد و عجل فرجهم

#Arbaeen2021 
#Arbaeen 
#Arbaeenwalk 
#Arbaeen_SpiritualJourney",,positive
"اسلام علیک یا ابوالفضل العباس
السلام علیک یا باب الحوائج
🚩🚩🏴🏴
 #walk 
#Arbaeenwalk 
#Arbaeen2021 
#Arbaeen 
#WalkTowardsHussain https://t.co/Ej84ZjbMPJ",,positive
"لبیک یا حسین (ع)
#Arbaeen_e_Hussaini #Arbaeen https://t.co/wY2xKQFXXC",,positive
"#Arbaeen
مرز باز شد و ما زمین‌گیر.. 🤦‍♂️",,positive
"مثلاً آب بنوشی واسه سلام بر حسین روبه روی حرم باشی
به حقیقت رسیدن آرزو
#Arbaeen2021 
#Arbaeen https://t.co/4OCtb3gEnc",عشق,positive
"حسین(ع)سب کا♥️
#Arbaeen_e_Hussaini 
#Arbaeen 
#Karbala https://t.co/bR0lvKC4ff",,positive
"این چه مصیبتی بود که دوباره برماتحمیل شد خدایابه عشق امام حسین مارواین همه امتحان نکن دیگه تحمل دوری نداریم من زیارت امام حسین میخوام دیگه صبوری ندارم تورابه اربعین حسین
#Arbaeen 2021","عشق،جامانده،غم",positive
"انتشار یا بازتوییت احادیثی که توییت میکنم مجاز هست. دست به دست هم امام حسین را به همگان میشناسانیم.
#hosein #arbaeen",,positive
"بر کشتگان نینوا اربعین آمد
آل پیامبر کربلا دل غمین آمد

#Arbaeen2021 
#Arbaeen 
#Arbaeenwalk 
#سلام_بر_حسین","عشق،غم",positive
"من خیلی خیلی خیلی شرمندتم...

#Arbaeen","عشق،غم",positive
امام حسین علیه السلام آن قربانی بزرگی بود که خداوند گرفت و راه حق و باطل را تا ابد ازهم جدا کرد. #Arbaeen,عشق,positive
"@Zahra1378zahra @rezaghadam یا حسین
#Arbaeen",,positive
"جاماندگان اربعین حسینی تهران ۱۴۰۰
#Arbaeen2021 
#ياحسين 
#Arbaeen 
#Tehran1400 https://t.co/c8lrNQqaFB",جامانده,positive
"این #Arbaeen که بدون ما گذشت
ولی ایشالله سال دیگه هممون همین موقع تو حرم داریم زیارت اربعین میخونیم

#Arbaeen2021 
#حبيبي_حُسين 
#يااااااحسين 
#زيارة_الاربعين","عشق،جامانده،غم",positive
"بیش از۱۴۰۰سال گذشته 
متاسفانه یکی از مرگبار ترین فجایع بشری (کرونا) رخ داده
اما نه زمان و نه اتفاقات ناگوار،ذره ای ازعظمت #اربعین کم نکرده است.اینجاست که شاعر میگه:
اصلا حسین جنس غمش فرق میکند 
این راه عشق پیچ و خمش فرق میکند
#حبيبي_حسين 
#حب_الحسین_یجمعنا
#Arbaeen2021 
#Arbaeen",کرونا,positive
"کاش قبل از اربعین
 یک خوش خبر پیدا شود
تا بگوید زائران 
باز است راه کربلا ... 🥺
#Arbaeen #Karbala https://t.co/CodxPpdpi0","انتظار،آزادی",positive
"راهپیمایی جاماندگان اربعین حسینی ۱۴۰۰
تهران
#Arbaeen2021 
#Arbaeen 
@es_Khamenei 
@Khamenei_fa 
@khamenei_ir
@fr_Khamenei https://t.co/GrxfJdOLsy",جامانده,positive
"بالاخره معلوم نشد جمهوری اذربایجان به همراه اسراییل و ترکیه در شما ایران چه غطلی میخان بکنن .
مگر ترکهای جمهوری اذربایجان ، شیعه نیستن ؟؟؟
مگر ترکهای جمهوری آذربایجان ، منتظر ظهور نیستن ؟؟؟
پس اسراییل و ترکیه اونجا چه غلطی میکنن ؟؟؟

#الحسین
#Hussain 
#Arbaeen2021 
#Arbaeen",سیاسی,positive
"عشق فقط عشقِ حُسینی۴❤🙌🏻
💯🚩

#Arbaeen_e_Hussaini #Arbaeen #سفر_عشق_حسین",عشق,positive
"تمدن غرب برای رفع کمبود های خود اسپایدرمن و بتمن و رابین هود ساخته و تمدن ایرانی شیعی علی لندی ساخته که جانش رو برای هم وطناش میده
یک تار موی شهید علی لندی می ارزه به تمام قهرمانهای پوشالی غربی
#الحسین
#Hussain 
#Arbaeen2021 
#Arbaeen
#الحسین
#Hussain 
#Arbaeen2021 
#Arbaeen",فرهنگی,positive
"السلام علی الحسین و علی علی بن الحسین و اولاد الحسین وعلی اصحاب الحسین
#الحسین
#Hussain 
#Arbaeen2021 
#Arbaeen",,positive
"درسته که امسال هم جا موندیم 
اما ...
#Arbaeen 
#Arbaeen2021 https://t.co/UrvSV4u2QV",جامانده,positive
"تا که پرسیدم از قلبم عشق چیست

در جوابم اینچنین گفت و گریست

لیلی و مجنون فقط افسانه اند

عشق در دست حسین بن علیست

#Arbaeen",عشق,positive
"باش اشکال نداره
تو هم دل ما رو بسوزون
#حب_الحسین_یجمعنا 
#Arbaeen
#Arbaeen2021 https://t.co/Bz8GBvp1Jl",غم,positive
"@Soobh777 امین
درمان دردهمه عالم
#الهم_عجل_لولیک_الفرج
#Arbaeen
#حب_حسین_یجمعنا",,positive
"دوستان حتما ببینید و انتشار بدین.
#قیام_سپید #قیام_سپید_چهارده_ابان 

#نوید_افکاری #شاهین_ناصری #امیرحسین_حاتمی #شيداى_همدانى_را_آزاد_كنيد #طلب_کالدرون_را_بدهید #مرگ_بر_دیکتاتور #اگاهی_جمعی #ريتويت #جهالت #بیتکوین #اربعین 
#Arbaeen https://t.co/ZYXg7GNj1m",سیاسی,negative
"باز اربعین شد و من جا ماندم😭
آقا کمک کن سرباز باشم برای امام زمانم نه سربار! 
#hosei #arbaeen","غم،جامانده",positive
"کی گفته عکسا صدا ندارن ؟! 💔😭
#arbaeen https://t.co/imawhzOFT0","غم،عشق",positive
"حمایت کنید تا کار را تمام کنیم.
#قیام_سپید #قیام_سپید_چهارده_ابان 

#مرگ_بر_دیکتاتور #مهم #طلب_کالدرون_را_بدهید #ریتوییت #جهالت #اگاهی_جمعی #بیتکوین 
#arbaeen https://t.co/ZYXg7GNj1m",سیاسی,negative
"اربعین_  ۱۴۰۰
#Arbaeen2021 #Arbaeenwalk2021 #Arbaeen #الاربعين https://t.co/iAw8263m6q",,positive
"مسئولیت همه‌ی ما در برابر نعمت وجود
 اباعبدالله الحسین (ع)

#Arbaeen #Arbaeenwalk2021 #Arbaeen2021 #حبيبي_حسين https://t.co/WtB1I1xwmb",عشق,positive
"@HajAhmad128 بابی انت و امی یا حسین
#Arbaeen2021 
#Arbaeen 
#WhatIsArbaeen 
#whoishussain",,positive
"کربلا رفتن خود را به رخ ما نکشید 
ما درست است نرفتیم ولی دل داریم 
شایان مصلح تکلیمی 
#شایان_مصلح 
#اربعین 
#كربلا 
#Arbaeen2021 
#Arbaeen","عشق،غم،جامانده",positive
"به تو از دور سلام!
#حب_حسین_یجمعنا 
#حبيبي_حُسين 
#Arbaeen2021 
#Arbaeen",,positive
"حمایت کنید مردم با خبر بشن.
#قیام_سپید 
#قیام_سپید_چهارده_ابان 

#مرگ_بر_دیکتاتور #مهم #طلب_کالدرون_را_بدهید #ریتوییت #جهالت #اگاهی_جمعی #بیتکوین #رسانه #مجلس #واکسن #کرونا #
#arbaeen https://t.co/Jq9YxYR0u7",سیاسی,negative
"فقط توییت‌های فارسی رو #ريت نزنید.
نکنه عشاق بین‌الملل احساس غریبی کنن...
#Arbaeen2021 
#Arbaeen 
#Arbaeen_e_Hussaini 
#Arbaeen1443 
#Hussein 
#PeaceDay 
#whoishussein
#WhatIsArbaeen 
#اربعین_حسینی 
#اربعین 
#السلام_عليک_يااباعبدالله",,positive
"با اين جوشش اربعينى كه من امروز توى شهر ديدم شايد حكمت كرونا اين بود كه انرژى مغناطيس #اربعین محدود به عراق نشه و به سرتاسر جهان منتقل بشه. ما نسل خوشبختی هستیم که روزهای آغازین قیام جهانی رو رقم زدیم. 

«صلی الله علی الحسین و علی اصحاب الحسین»

#Arbaeen2021 
#Arbaeen https://t.co/Aqu52ugDT9","فرهنگی،سیاسی",positive
"#اربعين
.
حيات خضر نبى گر به لطف آب بقاست
حيات ما اثر چاى روضه ى سقاست...
.
#arbaeen
#arbaeen2021 https://t.co/lLsNUUaTBz",عشق,positive
"یا حسین مظلوم ما را آماده یاری امام زمان بگردان
#Arbaeen 
#Arbaeen","عشق،انتظار",positive
"به تو از دور سلام... 
#Arbaeen https://t.co/QQtgDmCxoV","جامانده،دلتنگی",positive
"🏴اربعین حسینی تسلیت باد

بانوی جوان غیرمسلمان هلندی که فقط به‌خاطر سر و کار با پناهندگان و از روی کنجکاوی، از پیاده‌روی #اربعین به سمت #کربلا سر درآورده، عمیقأ شیفته این فضا شده و می‌گوید: ""اینجا زیباترین جای دنیاست.""

السلام علیک یا اباعبدالله
#Arbaeen #ImamHussain #Arbaeenwalk https://t.co/Q0re6Hl838","فرهنگی،سیاسی",positive
"14 ابان 1400 فرق بین وطن پرست و لب و دهن مشخص میشود.
#قیام_سپید 

#مرگ_بر_دیکتاتور  #مهم #فوری #مرگ_بر_خامنه‌ای #طلب_کالدرون_را_بدهید #جهالت #اگاهی_جمعی #بيتكوين #ريتويت #اربعین 
#iran #Arbaeen https://t.co/Jq9YxYzpCz",سیاسی,negative
"اونای که قبلاً اربعین دیدن، به نظرتون امسال خلوت تر نیست، دل آدم می‌شکنه
#Arbaeen","غم،جامانده",positive
"امروز وقتی تصاویر رو از تلویزیون می بینم فقط میگم:

آه یا ابا عبدالله 
#اربعین 
#Arbaeen","غم،جامانده،رسانه",positive
"باز اربعین آمد و من جا ماندم
#Arbaeen2021 
#Arbaeen","جامانده،دلتنگی",positive
"به جز از علی که آرد پسری ابوالعجایب
که به اربعین بخواند فقرا و اغنیا را
 زیباترین تمدن، اربعین است که سیلی محکمی بر گوش صهیونیست جهانی و غربگراهاست. 
#Arbaeen 2021",سیاسی,positive
"#Arbaeen
کاش منم کربلایی میشدم
#Hussain","غم،جامانده",positive
"سلام من به حسین و به کربلای حسین
تمام عالم امکان شود فدای حسین
#Arbaeen
#Arbaeen2021",عشق,positive
"#اربعین_حسینی
این حسین کیست که عالم همه دیوانه ی اوست..
who is Imam Hussain??
#Arbaeen2021
#Arbaeen 
#Iraq 
#Iran 
#shia_muslims https://t.co/ysOiHuhjUS",عشق,positive
"فقط ی جامونده حال ی جامونده رو درک میکنه
#Arbaeen2021 
#Arbaeen","عشق،جامانده",positive
"ز جهانی سر خم نکردم، جز روبروی نوکرِ حسین!
من:))))غلام:)))))نوکراتم:)))
#Arbaeen","عشق،شادی",positive
"اللهم الرزقنا توفیق الزیارت الحسین( ع)
#Arbaeen
#Arbaeenwalk
#Arbaeen2021
#اربعین_حسینی https://t.co/MTn78ejAGW",دعا,positive
"در جوار حرمش هرکه دعاگوست،بگو

جای ما در وسط صحن فقط گریه کند
😭😭😭😭😭😭😭😭
#اربعين #Arbaeen https://t.co/jZg4LIju5S","عشق،غم",positive
"چطوری میشه درک کرد زیارت اربعین رو؛ وقتی بعد غسل و توی اون فاصلۀ کم حال غش به جناب جابر دست می‌ده :,((؟!
#Arbaeen2021 #Arbaeen
#اربعین۱۴۰۰ #اربعین","غم،عشق",positive
